season,season_type,week,poll,rank,school,conference,first_place_votes
2014,regular,16,AFCA Division II Coaches Poll,11,Delta State,Gulf South,0
2014,regular,16,AFCA Division II Coaches Poll,12,North Alabama,Gulf South,0
2014,regular,16,AFCA Division II Coaches Poll,13,Harding University,Great American,0
2014,regular,16,AFCA Division II Coaches Poll,14,Bloomsburg,Pennsylvania State Athletic,0
2014,regular,16,AFCA Division II Coaches Poll,15,West Chester,Pennsylvania State Athletic,0
2014,regular,16,AFCA Division II Coaches Poll,16,Sioux Falls,Northern Sun,0
2014,regular,16,AFCA Division II Coaches Poll,17,Colorado School Of Mines,Rocky Mountain,0
2014,regular,16,AFCA Division II Coaches Poll,18,Michigan Tech,GLIAC,0
2014,regular,16,AFCA Division II Coaches Poll,19,Azusa Pacific,Great Northwest,0
2014,regular,16,AFCA Division II Coaches Poll,20,Winston-Salem,CIAA,0
2014,regular,16,AFCA Division II Coaches Poll,21,Valdosta State,Gulf South,0
2014,regular,16,AFCA Division II Coaches Poll,22,Henderson State,Great American,0
2014,regular,16,AFCA Division II Coaches Poll,23,Virginia St,CIAA,0
2014,regular,16,AFCA Division II Coaches Poll,23,Angelo State,Lone Star,0
2014,regular,16,AFCA Division II Coaches Poll,25,West Georgia,Gulf South,0
